cod_indicador,des_indicador,dt_referencia,valor,origem,fator_comercial,cluster
51726,Grãos,2021-05-01,0.575283,Ásia,2,7
51726,Grãos,2021-06-01,0.586819,Ásia,2,7
51726,Grãos,2021-07-01,0.667659,Ásia,2,7
51726,Grãos,2021-08-01,0.573581,Ásia,2,7
51726,Grãos,2021-09-01,0.721379,Ásia,2,7
51726,Grãos,2021-10-01,0.699506,Ásia,2,7
51726,Grãos,2021-11-01,0.735833,Ásia,2,7
51726,Grãos,2021-12-01,0.744704,Ásia,2,7
51726,Grãos,2022-01-01,0.757744,Ásia,2,7
51726,Grãos,2022-02-01,0.83351,Ásia,2,7
8052,Ferramentas,2018-01-01,7.639235,Europa,1,4
8052,Ferramentas,2018-02-01,7.718683,Europa,1,4
8052,Ferramentas,2018-03-01,7.751873,Europa,1,4
8052,Ferramentas,2018-04-01,8.127064,Europa,1,4
8052,Ferramentas,2018-05-01,8.213211,Europa,1,4
8052,Ferramentas,2018-06-01,8.600874,Europa,1,4
8052,Ferramentas,2018-07-01,8.698924,Europa,1,4
8052,Ferramentas,2018-08-01,8.926836,Europa,1,4
8052,Ferramentas,2018-09-01,9.120549,Europa,1,4
8052,Ferramentas,2018-10-01,9.240028,Europa,1,4
8052,Ferramentas,2018-11-01,9.2659,Europa,1,4
8052,Ferramentas,2018-12-01,9.353926,Europa,1,4
8052,Ferramentas,2019-01-01,9.417533,Europa,1,4
8052,Ferramentas,2019-02-01,9.384571,Europa,1,4
8052,Ferramentas,2019-03-01,9.288849,Europa,1,4
8052,Ferramentas,2019-04-01,9.401244,Europa,1,4
8052,Ferramentas,2019-05-01,9.417226,Europa,1,4
8052,Ferramentas,2019-06-01,9.420993,Europa,1,4
8052,Ferramentas,2019-07-01,9.388961,Europa,1,4
8052,Ferramentas,2019-08-01,9.374878,Europa,1,4
8052,Ferramentas,2019-09-01,9.498626,Europa,1,4
8052,Ferramentas,2019-10-01,9.513824,Europa,1,4
8052,Ferramentas,2019-11-01,9.654629,Europa,1,4
8052,Ferramentas,2019-12-01,9.695178,Europa,1,4
8052,Ferramentas,2020-01-01,9.821215,Europa,1,4
8052,Ferramentas,2020-02-01,9.831037,Europa,1,4
8052,Ferramentas,2020-03-01,9.742557,Europa,1,4
8052,Ferramentas,2020-04-01,9.846803,Europa,1,4
8052,Ferramentas,2020-05-01,9.929516,Europa,1,4
8052,Ferramentas,2020-06-01,10.040726,Europa,1,4
8052,Ferramentas,2020-07-01,10.083902,Europa,1,4
8052,Ferramentas,2020-08-01,10.451964,Europa,1,4
8052,Ferramentas,2020-09-01,10.567981,Europa,1,4
8052,Ferramentas,2020-10-01,10.931519,Europa,1,4
8052,Ferramentas,2020-11-01,11.202621,Europa,1,4
8052,Ferramentas,2020-12-01,11.372901,Europa,1,4
8052,Ferramentas,2021-01-01,12.017744,Europa,1,4
8052,Ferramentas,2021-02-01,12.736405,Europa,1,4
8052,Ferramentas,2021-03-01,13.421624,Europa,1,4
8052,Ferramentas,2021-04-01,13.78535,Europa,1,4
8052,Ferramentas,2021-05-01,14.156176,Europa,1,4
8052,Ferramentas,2021-06-01,14.446377,Europa,1,4
8052,Ferramentas,2021-07-01,14.826317,Europa,1,4
8052,Ferramentas,2021-08-01,15.905673,Europa,1,4
8052,Ferramentas,2021-09-01,15.915216,Europa,1,4
8052,Ferramentas,2021-10-01,16.088692,Europa,1,4
8052,Ferramentas,2021-11-01,16.601922,Europa,1,4
8052,Ferramentas,2021-12-01,17.244416,Europa,1,4
8052,Ferramentas,2022-01-01,17.515153,Europa,1,4
8052,Ferramentas,2022-02-01,17.91625,Europa,1,4
8052,Ferramentas,2022-03-01,18.262034,Europa,1,4
8052,Ferramentas,2022-04-01,19.180614,Europa,1,4
8052,Ferramentas,2022-05-01,20.003463,Europa,1,4
8052,Ferramentas,2022-06-01,19.809429,Europa,1,4
8052,Ferramentas,2022-07-01,19.668782,Europa,1,4
8052,Ferramentas,2022-08-01,19.483896,Europa,1,4
8052,Ferramentas,2022-09-01,19.082527,Europa,1,4
8052,Ferramentas,2022-10-01,18.968032,Europa,1,4
8052,Ferramentas,2022-11-01,18.742313,Europa,1,4
8052,Ferramentas,2022-12-01,18.99346,Europa,1,4
94,Plásticos,2015-06-01,11.745319,África,1,3
94,Plásticos,2015-07-01,11.813744,África,1,3
94,Plásticos,2015-08-01,12.637225,África,1,3
94,Plásticos,2015-09-01,10.974218,África,1,3
94,Plásticos,2015-10-01,11.276742,África,1,3
94,Plásticos,2015-11-01,10.335482,África,1,3
94,Plásticos,2015-12-01,10.474113,África,1,3
94,Plásticos,2016-01-01,9.916701,África,1,3
94,Plásticos,2016-02-01,8.818621,África,1,3
94,Plásticos,2016-03-01,9.546519,África,1,3
94,Plásticos,2016-04-01,8.616935,África,1,3
94,Plásticos,2016-05-01,9.031575,África,1,3
94,Plásticos,2016-06-01,8.986145,África,1,3
94,Plásticos,2016-07-01,9.180431,África,1,3
94,Plásticos,2016-08-01,8.793523,África,1,3
94,Plásticos,2016-09-01,9.957919,África,1,3
94,Plásticos,2016-10-01,9.483515,África,1,3
94,Plásticos,2016-11-01,8.766784,África,1,3
94,Plásticos,2016-12-01,9.692455,África,1,3
94,Plásticos,2017-01-01,9.489583,África,1,3
94,Plásticos,2017-02-01,9.203018,África,1,3
94,Plásticos,2017-03-01,9.429727,África,1,3
94,Plásticos,2017-04-01,9.42373,África,1,3
94,Plásticos,2017-05-01,9.441407,África,1,3
94,Plásticos,2017-06-01,8.9789,África,1,3
94,Plásticos,2017-07-01,8.259847,África,1,3
94,Plásticos,2017-08-01,8.368165,África,1,3
94,Plásticos,2017-09-01,8.038938,África,1,3
94,Plásticos,2017-10-01,8.453376,África,1,3
94,Plásticos,2017-11-01,8.617044,África,1,3
94,Plásticos,2017-12-01,8.878949,África,1,3
94,Plásticos,2018-01-01,8.316957,África,1,3
94,Plásticos,2018-02-01,7.92716,África,1,3
94,Plásticos,2018-03-01,7.876632,África,1,3
94,Plásticos,2018-04-01,7.416056,África,1,3
94,Plásticos,2018-05-01,8.273739,África,1,3
94,Plásticos,2018-06-01,8.673322,África,1,3
94,Plásticos,2018-07-01,9.039425,África,1,3
94,Plásticos,2018-08-01,9.415093,África,1,3
94,Plásticos,2018-09-01,9.498162,África,1,3
94,Plásticos,2018-10-01,8.406786,África,1,3
94,Plásticos,2018-11-01,8.507613,África,1,3
94,Plásticos,2018-12-01,9.491251,África,1,3
94,Plásticos,2019-01-01,9.094729,África,1,3
94,Plásticos,2019-02-01,9.537034,África,1,3
94,Plásticos,2019-03-01,8.434369,África,1,3
94,Plásticos,2019-04-01,9.394964,África,1,3
94,Plásticos,2019-05-01,9.301129,África,1,3
94,Plásticos,2019-06-01,9.601838,África,1,3
94,Plásticos,2019-07-01,9.734574,África,1,3
94,Plásticos,2019-08-01,9.921361,África,1,3
94,Plásticos,2019-09-01,10.168095,África,1,3
94,Plásticos,2019-10-01,9.264544,África,1,3
94,Plásticos,2019-11-01,10.25952,África,1,3
94,Plásticos,2019-12-01,9.570891,África,1,3
94,Plásticos,2020-01-01,9.569626,África,1,3
94,Plásticos,2020-02-01,9.21345,África,1,3
94,Plásticos,2020-03-01,8.711406,África,1,3
94,Plásticos,2020-04-01,8.372781,África,1,3
94,Plásticos,2020-05-01,8.307674,África,1,3
